,School_ID,Student_ID,SES,SES.cat,Math.Self.Eff,Grade.Repeated,Gender,Edu.Exp,Immg,Family.support,Feel.Safe,Math.Anxiety,GRADE,Math.Score,Reading.Score,Science.Score
3199,84000088,84005729,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,0,353.4944444,370.0895556,365.0571111
3200,84000041,84005730,1.4246,High SES,0.4358,0,Male,7,Native,-0.6066,0.6942,0.6566,0,598.7162222,694.5955556,673.44
3201,84000007,84005732,0.0636,Mid SES,2.0725,0,Male,7,Native,0.368,0.4417,2.6149,0,611.1254444,657.9493333,678.7263333
3202,84000131,84005735,1.313,High SES,-0.2487,0,Male,7,2nd Gen,0.1058,-0.756,1.0508,0,566.1671111,667.1214444,640.5533333
3203,84000138,84005736,0.8784,High SES,-0.505,1,Male,7,Native,1.6835,1.1246,-0.638,-1,375.322,389.1603333,444.4261111
3204,84000096,84005740,-0.1226,Mid SES,-0.7061,0,Male,4,2nd Gen,-0.2201,0.0877,-0.1172,0,435.0573333,448.5421111,481.7372222
3205,84000050,84005741,-0.4161,Mid SES,-0.2793,0,Male,7,2nd Gen,0.1961,-0.756,-0.8811,0,517.2138889,490.2918889,570.2583333
3206,84000115,84005742,0.3648,Mid SES,-3.3978,0,Female,4,Native,-0.5559,-0.7161,1.9128,0,389.3871111,395.7421111,416.246
3207,84000019,84005745,1.1148,High SES,2.1344,0,Female,8,2nd Gen,-0.5174,-0.756,0.1931,0,465.9904444,582.4097778,478.6468889
3208,84000094,84005746,-0.8305,Low SES,-0.4059,0,Female,9,Native,-0.98,1.1246,-0.3744,0,521.7015556,552.89,561.4763333
3209,84000069,84005747,0.2713,Mid SES,NA,1,Male,NA,Native,NA,NA,0.4627,0,459.5801111,450.3684444,455.6606667
3210,84000049,84005749,-0.7034,Low SES,NA,1,Male,NA,2nd Gen,NA,NA,0.1748,-1,313.5604444,280.8637778,285.0011111
3211,84000002,84005750,1.0385,High SES,-0.2495,0,Male,7,2nd Gen,-0.4649,1.1246,-1.6826,0,528.2733333,504.0132222,557.1655556
3212,84000041,84005752,0.8269,High SES,-0.9062,0,Female,7,Native,-0.2258,-0.756,1.4278,1,461.2751111,604.3668889,528.7045556
3213,84000150,84005753,-0.3485,Mid SES,-0.5383,0,Female,9,Native,-0.0869,-0.756,0.5653,0,381.6392222,419.525,431.8014444
3214,84000143,84005757,-0.2422,Mid SES,0.8143,0,Male,7,Native,1.863,-1.6332,0.8918,0,438.387,515.0776667,499.3027778
3215,84000062,84005760,0.4131,Mid SES,-0.7568,0,Male,5,Native,-0.0088,-0.756,-0.1172,0,450.9465556,460.7645556,540.4668889
3216,84000144,84005761,1.1583,High SES,-0.0971,0,Male,8,Native,0.319,-0.756,-0.508,0,430.9652222,362.7506667,432.1255556
3217,84000022,84005762,0.3078,Mid SES,0.2004,0,Female,8,Native,0.2141,1.1246,1.4533,1,560.0538889,550.6986667,530.3823333
3218,84000158,84005764,-0.3218,Mid SES,-0.2706,0,Female,5,Native,1.596,0.4417,-0.0394,0,387.5274444,391.5528889,445.4175556
3219,84000121,84005766,1.4866,High SES,0.6068,0,Male,4,Native,-0.5038,1.1246,-0.2758,1,493.5946667,457.9205556,459.1642222
3220,84000115,84005769,0.9043,High SES,-0.3848,0,Female,8,Native,1.7589,1.1246,-0.0575,0,465.3007778,461.8877778,487.7305556
3221,84000099,84005770,1.3998,High SES,0.0344,0,Female,4,Native,0.436,0.1413,0.1748,0,541.1442222,601.0867778,545.0294444
3222,84000024,84005771,-2.5556,Low SES,-0.7644,0,Female,5,2nd Gen,-0.4288,-0.756,-0.2045,0,451.5094444,553.531,539.3267778
3223,84000074,84005772,-0.6432,Low SES,-1.3781,0,Female,9,Native,-0.1817,-1.15,0.6647,0,414.3778889,495.9017778,471.5127778
3224,84000048,84005773,1.3294,High SES,-1.2486,0,Female,9,Native,-0.7677,-1.3019,1.9128,0,619.4256667,634.2993333,649.6514444
3225,84000112,84005774,-0.625,Low SES,-0.5413,1,Female,6,Native,-0.6782,-0.756,-0.5191,0,438.3453333,486.7003333,431.7663333
3226,84000039,84005775,1.4356,High SES,-0.5362,0,Male,5,Native,0.7156,-0.756,-0.1172,0,501.6923333,494.0778889,584.9591111
3227,84000029,84005776,-0.8745,Low SES,-1.1775,0,Female,4,Native,-1.4792,-1.3019,0.6566,0,420.1978889,495.7648889,464.5076667
3228,84000097,84005777,0.6972,Mid SES,-3.4216,0,Female,6,Native,1.6663,0.4417,2.6109,0,442.5937778,485.3667778,447.8803333
3229,84000086,84005778,1.2577,High SES,2.1598,0,Female,7,Native,1.3753,0.4417,0.7889,0,426.1188889,447.9664444,477.8621111
3230,84000057,84005782,-1.5852,Low SES,0.3036,0,Male,7,Native,-0.5417,1.1246,-1.299,1,523.5203333,559.5263333,614.4444444
3231,84000064,84005783,1.5104,High SES,0.7021,0,Female,9,Native,-0.1135,0.2852,0.602,1,563.4365556,652.6528889,604.8423333
3232,84000008,84005787,0.556,Mid SES,0.0445,0,Female,9,Native,1.8618,1.1246,-0.4577,-1,353.8967778,355.8254444,319.9492222
3233,84000088,84005788,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,0,571.8982222,608.7506667,577.3456667
3234,84000139,84005790,-0.2174,Mid SES,-1.1033,0,Male,6,Native,-0.3668,-0.756,-0.3794,1,466.1847778,448.7535556,418.2602222
3235,84000121,84005791,1.5583,High SES,0.3227,0,Female,7,Native,0.2545,1.1246,-0.9158,0,503.009,604.6426667,538.8741111
3236,84000008,84005794,-1.8648,Low SES,-1.4991,0,Female,9,1st Gen,-0.7866,-0.756,0.5304,1,379.439,336.7367778,354.4798889
3237,84000102,84005795,-0.9985,Low SES,0.0361,0,Female,9,Native,-1.2142,-0.756,0.429,1,478.057,523.196,475.5748889
3238,84000068,84005796,0.2638,Mid SES,-0.0926,0,Female,9,Native,1.7153,0.4417,-0.5191,0,427.9992222,503.4902222,493.6702222
3239,84000014,84005797,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,1,441.8645556,366.5622222,468.4566667
3240,84000019,84005798,-1.1264,Low SES,-1.3631,0,Female,8,2nd Gen,0.9488,0.0877,1.4533,0,448.0253333,552.071,508.9108889
3241,84000095,84005799,0.2754,Mid SES,0.1941,0,Male,9,Native,-0.135,0.4417,0.3025,0,523.057,642.0651111,550.6982222
3242,84000160,84005800,-0.5287,Low SES,-0.8529,0,Male,7,Native,-0.1333,1.1246,0.1031,0,468.1333333,480.9194444,508.6375556
3243,84000057,84005801,0.9203,High SES,-0.2336,0,Female,6,Native,-0.4533,-1.1042,-0.2045,0,307.6607778,293.9003333,291.0248889
3244,84000025,84005802,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,0,539.6655556,531.7438889,548.9052222
3245,84000004,84005803,0.0574,Mid SES,-0.1005,0,Female,8,Native,-0.7277,-0.756,0.6387,0,417.4305556,488.2771111,412.4362222
3246,84000110,84005804,0.0293,Mid SES,-0.7061,0,Female,8,Native,-0.6153,-0.756,1.9128,0,359.4313333,452.8192222,392.7025556
3247,84000015,84005807,-1.0611,Low SES,-1.2417,0,Male,5,Native,1.5449,0.4417,0.1031,0,401.2608889,456.6347778,430.2038889
3248,84000059,84005808,0.7359,Mid SES,-0.0292,0,Male,7,Native,0.5639,1.1246,-0.1172,0,590.9158889,598.0982222,649.472
3249,84000019,84005809,-0.8372,Low SES,-1.4468,0,Female,8,NA,1.8167,-0.756,-0.3744,0,349.0941111,378.6905556,392.3923333
3250,84000015,84005814,-1.2286,Low SES,-1.1533,0,Female,7,Native,-0.9266,-0.756,1.5409,0,497.5542222,535.2073333,540.9725556
3251,84000131,84005819,0.1902,Mid SES,0.6214,0,Male,7,2nd Gen,-1.0312,1.1246,-0.7358,1,691.3227778,700.1591111,660.336
3252,84000079,84005822,0.9484,High SES,0.3662,0,Male,4,Native,-0.6017,0.4417,0.051,0,492.6217778,604.7053333,536.5026667
3253,84000051,84005823,-0.8542,Low SES,NA,0,Female,NA,Native,NA,NA,2.635,1,354.6682222,385.7788889,375.7057778
3254,84000150,84005825,-1.1264,Low SES,-1.0124,0,Female,4,Native,-1.1326,-2.7886,0.3729,1,346.2057778,393.3075556,304.6567778
3255,84000118,84005826,0.616,Mid SES,NA,0,Male,NA,Native,NA,NA,0.051,0,465.5107778,506.1028889,481.8547778
3256,84000149,84005828,-0.5961,Low SES,-0.4481,0,Female,7,Native,-0.928,-0.756,0.4252,0,338.8325556,414.1305556,357.0442222
3257,84000051,84005829,1.0492,High SES,-0.7422,0,Female,7,Native,0.4533,0.3221,1.5409,1,500.2064444,540.7703333,565.5294444
3258,84000054,84005830,-1.8162,Low SES,NA,0,Male,NA,Native,NA,NA,-0.7107,0,322.8091111,346.7251111,339.7082222
3259,84000162,84005833,1.1011,High SES,0.3933,0,Male,7,Native,0.0837,-0.756,-0.508,0,524.4175556,483.1921111,561.1434444
3260,84000033,84005834,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,-1,462.5768889,460.3803333,448.6496667
3261,84000103,84005836,0.7493,Mid SES,0.8136,1,Male,8,Native,1.717,0.6942,-1.6826,0,577.6478889,579.5988889,636.825
3262,84000158,84005838,-0.6038,Low SES,0.7575,0,Female,9,Native,-1.3034,-1.1042,0.7122,0,333.4368889,395.7905556,313.7296667
3263,84000133,84005840,-1.22,Low SES,-0.0263,0,Male,9,1st Gen,-1.1201,-1.306,0.544,1,486.8884444,498.5998889,539.0307778
3264,84000056,84005841,-2.2441,Low SES,-2.1733,1,Male,9,2nd Gen,-0.5267,-1.5644,-0.2704,-1,286.3931111,294.1953333,273.3221111
3265,84000032,84005844,-0.2824,Mid SES,-0.1066,0,Male,NA,Native,-0.7277,-0.756,0.6387,0,443.4031111,453.3545556,493.1054444
3266,84000146,84005846,0.7855,High SES,-0.7925,0,Female,9,Native,-0.6334,-0.756,0.3729,0,402.3284444,471.5337778,413.7475556
3267,84000089,84005847,-0.4679,Mid SES,0.5146,0,Female,5,Native,1.6889,0.0877,-2.3755,0,483.2325556,529.5403333,477.9796667
3268,84000042,84005848,0.1611,Mid SES,-0.7671,1,Female,8,Native,-0.219,-1.7615,0.7889,0,401.4364444,477.6535556,400.4446667
3269,84000055,84005849,0.2158,Mid SES,-0.42,0,Female,8,Native,-1.747,-0.756,0.6566,0,489.5304444,539.8285556,558.2893333
3270,84000099,84005851,-0.8335,Low SES,-1.8983,0,Male,4,Native,-0.189,-0.756,1.2918,0,420.1175556,441.1812222,471.9127778
3271,84000064,84005852,0.8605,High SES,-1.0901,0,Male,4,2nd Gen,-0.0721,-0.756,0.7889,1,269.8246667,301.23,314.7977778
3272,84000122,84005853,-0.7748,Low SES,-0.7139,1,Female,8,NA,-1.3892,-0.756,0.5653,0,376.5503333,367.1008889,419.168
3273,84000066,84005855,1.1423,High SES,1.2146,0,Male,7,Native,1.0684,0.0936,1.5409,0,571.6864444,581.29,575.7268889
3274,84000089,84005858,0.3795,Mid SES,2.3543,0,Female,8,Native,1.7324,-0.756,-2.3868,1,450.3361111,497.5034444,484.9545556
3275,84000065,84005859,1.5263,High SES,1.3691,0,Male,8,Native,0.4992,0.4417,0.1748,0,624.9247778,599.917,587.4131111
3276,84000012,84005861,-0.7119,Low SES,-0.8529,0,Female,5,Native,0.8372,0.4417,2.5078,0,472.0892222,524.9375556,530.1172222
3277,84000046,84005870,-0.2822,Mid SES,2.1607,0,Female,8,Native,-0.0473,1.1246,-0.0575,0,512.2762222,578.9004444,541.4113333
3278,84000150,84005871,0.3193,Mid SES,0.5684,0,Male,9,Native,-1.2709,-0.756,0.7774,0,392.2392222,392.4996667,420.2637778
3279,84000146,84005874,0.7722,Mid SES,-0.1246,0,Male,8,2nd Gen,0.6234,1.1246,-0.1172,0,337.5135556,387.3852222,397.2236667
3280,84000103,84005876,-0.2078,Mid SES,0.7516,1,Male,4,NA,0.0424,-1.3337,-0.3794,-1,431.687,484.6873333,505.6711111
3281,84000112,84005882,0.4808,Mid SES,-0.0897,0,Female,9,Native,-0.1648,1.1246,2.6149,0,457.4204444,551.6551111,527.5214444
3282,84000093,84005885,-0.3511,Mid SES,-0.4089,0,Male,4,Native,-0.1748,0.1368,-0.638,0,349.4687778,381.3516667,374.9445556
3283,84000117,84005887,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,0,603.2403333,593.6354444,598.9154444
3284,84000058,84005889,0.5845,Mid SES,-1.6238,0,Male,7,Native,-0.3103,0.4417,1.2918,-1,399.6335556,475.4383333,439.9302222
3285,84000057,84005890,0.5504,Mid SES,1.0243,0,Female,9,Native,1.5945,0.4417,-1.2286,0,535.1604444,540.7052222,564.127
3286,84000122,84005892,0.9744,High SES,-0.4345,0,Male,7,Native,-0.0773,-0.756,-1.6826,1,585.8287778,666.5194444,613.1612222
3287,84000032,84005893,0.6675,Mid SES,-0.2689,0,Female,9,Native,-0.3394,0.0877,0.7889,0,351.747,344.222,362.1618889
3288,84000133,84005895,0.745,Mid SES,-0.0292,0,Male,5,2nd Gen,-0.3864,-0.756,-2.3558,1,386.5434444,380.1073333,385.2571111
3289,84000053,84005896,-1.1362,Low SES,-1.1496,0,Female,9,2nd Gen,0.1765,-0.756,0.4252,0,415.8911111,511.8577778,474.8328889
3290,84000010,84005897,0.7557,Mid SES,-0.5155,0,Female,8,1st Gen,-0.0406,1.1246,-1.2286,0,351.5652222,435.9806667,360.687
3291,84000075,84005899,-0.2858,Mid SES,1.0899,0,Male,8,2nd Gen,0.8588,1.1246,-0.5006,1,570.5156667,586.7223333,631.5303333
3292,84000016,84005901,1.0771,High SES,0.3463,0,Female,8,Native,0.8612,-0.756,-0.4577,1,558.0122222,618.6755556,566.5672222
3293,84000112,84005904,1.3349,High SES,2.1722,0,Male,7,Native,1.4365,1.1246,0.4067,0,533.0061111,636.6554444,612.5964444
3294,84000082,84005906,1.5342,High SES,1.2233,0,Female,9,2nd Gen,0.8022,1.1246,-0.9158,0,535.4337778,591.4171111,531.9957778
3295,84000051,84005907,0.2774,Mid SES,-0.3623,0,Female,4,Native,0.7491,-0.756,-2.382,0,523.9652222,561.4306667,572.9751111
3296,84000139,84005909,1.0633,High SES,-0.5155,0,Female,8,Native,-0.615,-0.756,-0.4577,0,601.1661111,669.8344444,605.6908889
3297,84000082,84005911,-0.5163,Low SES,-0.8209,0,Female,9,2nd Gen,-0.747,-0.756,0.1932,0,263.43,280.5933333,275.0362222
3298,84000103,84005912,0.9193,High SES,0.6416,0,Male,7,Native,0.6385,-0.756,-1.6741,0,572.9,569.9324444,618.9647778
3299,84000003,84005914,-2.2557,Low SES,-1.3282,0,Female,2,2nd Gen,-0.5267,-1.1042,0.4252,1,295.409,346.8297778,307.6445556
3300,84000107,84005915,0.8333,High SES,-0.0287,0,Female,8,1st Gen,0.6585,-1.5644,2.6109,1,317.4116667,391.2575556,355.1118889
3301,84000022,84005916,-0.8775,Low SES,-1.4208,0,Female,7,2nd Gen,1.6077,-0.756,0.7889,1,368.8305556,397.9581111,371.5558889
3302,84000095,84005919,0.2347,Mid SES,-0.5155,0,Female,9,Native,0.5495,0.1368,0.544,1,491.262,516.6841111,506.4931111
3303,84000059,84005920,0.1896,Mid SES,-0.5945,0,Female,7,Native,0.1623,-1.3019,1.0508,1,490.1068889,525.2283333,483.9524444
3304,84000118,84005924,0.9219,High SES,0.5481,0,Female,4,Native,-0.3256,-0.756,-0.3794,0,564.8685556,607.6408889,593.0367778
3305,84000050,84005929,-1.0101,Low SES,-0.4395,0,Male,4,Native,-1.4245,-0.756,-0.2885,1,585.1387778,583.5208889,617.2914444
3306,84000134,84005930,-0.0749,Mid SES,-0.4952,0,Male,8,1st Gen,0.8028,0.4417,-0.3744,1,509.5485556,514.3886667,492.3591111
3307,84000162,84005932,0.5082,Mid SES,-0.1365,0,Female,7,Native,-0.3347,-0.756,0.429,1,545.2572222,567.0102222,578.9598889
3308,84000004,84005934,-0.665,Low SES,-1.0813,0,Female,7,NA,1.5945,-0.756,-0.0423,1,420.4158889,456.4463333,412.1731111
3309,84000044,84005937,1.6311,High SES,0.8729,0,Male,8,Native,-0.4144,0.4417,0.8251,0,535.0266667,557.4721111,561.6298889
3310,84000043,84005938,0.759,Mid SES,0.4622,0,Female,8,2nd Gen,1.8093,-1.3019,-2.249,0,497.4705556,535.7223333,552.5787778
3311,84000155,84005939,-0.0854,Mid SES,NA,0,Male,NA,Native,NA,NA,NA,0,322.9815556,383.5205556,377.4323333
3312,84000040,84005941,-0.5379,Low SES,0.008,0,Female,8,2nd Gen,1.5622,-0.756,-0.0394,0,404.3311111,503.5872222,441.2063333
3313,84000010,84005942,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,-1,362.3333333,323.4406667,370.2931111
3314,84000121,84005943,-0.1171,Mid SES,0.6416,0,Male,8,Native,1.6077,1.1246,0.3378,0,505.2073333,526.2282222,541.8884444
3315,84000041,84005948,0.8426,High SES,-0.4032,0,Female,9,Native,1.7365,0.4417,-2.3945,1,460.5855556,516.1644444,467.6256667
3316,84000078,84005949,0.5765,Mid SES,NA,NA,Female,NA,NA,NA,NA,NA,1,503.2783333,438.0772222,477.6842222
3317,84000119,84005950,-0.7139,Low SES,-0.233,1,Female,7,NA,1.0799,-0.756,0.5653,0,415.0512222,553.4444444,460.7856667
3318,84000110,84005951,0.0437,Mid SES,-1.0121,1,Male,4,Native,-1.296,-0.756,0.3025,0,299.8495556,306.2642222,254.9755556
3319,84000012,84005952,-0.3751,Mid SES,-1.1538,0,Female,7,Native,-0.3717,0.4417,-0.2045,0,489.3905556,506.3001111,518.6872222
3320,84000131,84005953,1.3978,High SES,2.1598,0,Female,7,2nd Gen,0.9978,0.4417,0.8918,0,670.487,711.9295556,712.1961111
3321,84000008,84005954,-1.1906,Low SES,-1.1352,1,Female,8,Native,1.7933,-0.756,0.1931,1,483.7645556,556.3437778,535.4618889
3322,84000001,84005955,1.3703,High SES,0.0501,0,Male,7,Native,0.2961,0.4417,-0.0423,0,583.2161111,660.4283333,633.6477778
3323,84000119,84005956,-1.5365,Low SES,-0.4352,0,Male,4,NA,0.1319,-0.756,-0.2704,0,454.9568889,550.1801111,519.8678889
3324,84000124,84005958,0.939,High SES,-0.9599,0,Female,4,Native,-0.016,-0.756,0.135,0,468.8384444,568.4713333,604.6165556
3325,84000102,84005961,0.895,High SES,-0.5882,0,Male,8,2nd Gen,1.6429,-0.756,-1.6654,0,531.9436667,483.4825556,547.522
3326,84000128,84005962,-1.141,Low SES,-0.2951,1,Female,8,2nd Gen,-0.4459,-0.756,0.133,-1,371.7365556,495.2992222,424.422
3327,84000087,84005963,0.9893,High SES,-0.5059,0,Female,8,Native,-0.3106,-1.3019,0.3729,0,427.4973333,487.4438889,530.2778889
3328,84000154,84005965,-0.6778,Low SES,-0.798,0,Male,7,2nd Gen,-0.2015,-0.756,1.0508,0,384.9064444,480.7783333,497.9974444
3329,84000119,84005966,-2.6713,Low SES,-1.0143,0,Female,9,2nd Gen,-1.3227,-0.756,0.8918,0,390.2213333,448.3355556,432.525
3330,84000044,84005967,1.3052,High SES,2.1331,0,Female,8,Native,-0.0864,-0.756,0.6647,0,636.9162222,706.4957778,686.6264444
3331,84000123,84005968,-0.1024,Mid SES,-0.3027,0,Male,6,2nd Gen,0.427,-0.756,-0.7447,0,463.1738889,506.985,501.3096667
3332,84000120,84005971,0.8368,High SES,-0.0759,0,Male,8,Native,0.0827,0.4417,0.8251,0,519.8327778,667.258,647.088
3333,84000088,84005972,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,0,515.5855556,488.0641111,519.8992222
3334,84000128,84005974,0.1839,Mid SES,NA,0,Male,NA,Native,NA,0.6342,NA,0,296.6245556,341.5338889,344.461
3335,84000139,84005975,0.6027,Mid SES,-0.2274,0,Male,7,Native,-0.744,-0.756,2.5078,0,499.4144444,526.7443333,573.6814444
3336,84000043,84005976,-1.0386,Low SES,-0.0263,0,Male,5,2nd Gen,-0.6938,-0.756,-0.4577,0,399.9183333,337.1196667,365.2555556
3337,84000019,84005978,-1.897,Low SES,-0.8763,0,Male,7,NA,0.0997,-0.756,0.1932,0,309.286,339.943,340.4475556
3338,84000119,84005980,-0.0687,Mid SES,1.2615,0,Female,9,Native,0.8841,0.4417,-0.3744,0,434.4446667,520.148,491.0107778
3339,84000084,84005986,-1.4691,Low SES,2.1332,0,Female,7,2nd Gen,-0.4074,-0.756,-2.3558,0,467.1194444,526.0707778,500.2532222
3340,84000068,84005988,-0.2385,Mid SES,-0.42,0,Female,8,Native,1.767,-1.1042,0.4252,0,453.1634444,523.5096667,521.2314444
3341,84000144,84005989,1.383,High SES,-0.0092,0,Male,7,2nd Gen,1.4752,1.1246,-0.4577,0,620.9632222,627.3426667,619.9728889
3342,84000144,84005990,0.8704,High SES,-0.3689,0,Male,8,Native,1.6083,1.1246,-0.3794,0,578.3746667,581.2308889,596.0193333
3343,84000020,84005993,1.3869,High SES,-0.246,0,Female,8,2nd Gen,0.4975,-0.756,0.7774,0,577.3163333,631.0556667,615.9638889
3344,84000070,84005996,-0.346,Mid SES,-0.1668,0,Male,8,Native,-0.6029,1.1246,-2.3945,0,492.935,514.4376667,553.5638889
3345,84000029,84005997,-1.0021,Low SES,-1.3391,0,Female,7,Native,1.8724,-1.7615,2.5429,0,393.8212222,545.6966667,520.5745556
3346,84000072,84005999,-0.7596,Low SES,0.3467,0,Male,5,Native,0.7181,0.1413,0.3378,0,481.0924444,537.1522222,521.3461111
3347,84000064,84006001,-1.0756,Low SES,-1.5695,0,Female,9,NA,1.5146,0.1413,0.3025,0,425.9833333,557.0204444,534.8841111
3348,84000008,84006003,-1.0898,Low SES,-0.7735,0,Female,8,1st Gen,-0.7077,-0.756,0.544,1,404.5621111,381.1083333,440.8747778
3349,84000128,84006005,1.3531,High SES,-0.0252,0,Female,7,Native,-0.0335,1.1246,0.8251,0,394.0566667,478.8787778,458.5622222
3350,84000024,84006007,-0.5782,Low SES,-0.7671,0,Male,4,Native,0.1218,-0.756,-0.1172,1,487.4227778,481.0156667,520.3471111
3351,84000085,84006009,0.7424,Mid SES,1.8651,0,Male,7,Native,0.7205,0.4417,-2.3868,1,537.59,506.6732222,499.9196667
3352,84000005,84006011,-0.3354,Mid SES,-0.6495,0,Male,4,Native,-0.3341,-0.756,0.6387,0,528.9481111,577.3914444,529.6
3353,84000088,84006012,NA,NA,NA,NA,Female,NA,NA,NA,NA,NA,0,522.4251111,521.4641111,523.9515556
3354,84000057,84006016,1.1919,High SES,-0.3049,0,Male,5,NA,-0.9257,1.1246,-0.2045,0,340.9686667,301.0327778,351.6625556
3355,84000144,84006017,1.8454,High SES,-0.1246,0,Male,8,1st Gen,0.1614,-0.756,0.4252,0,612.1702222,637.107,681.9817778
3356,84000052,84006019,-0.094,Mid SES,-0.7124,0,Male,8,Native,1.6344,-0.756,0.051,0,427.3831111,441.7787778,472.0683333
3357,84000058,84006020,-0.0286,Mid SES,-0.8272,0,Female,7,Native,1.5442,0.4417,-1.299,0,566.1787778,648.325,630.1257778
3358,84000021,84006021,-0.9702,Low SES,NA,0,Female,NA,2nd Gen,NA,NA,-0.1371,0,342.2031111,324.713,357.6667778
3359,84000107,84006022,-0.9907,Low SES,0.1472,0,Female,4,1st Gen,0.2381,-1.1042,1.2587,0,330.117,341.6286667,332.281
3360,84000016,84006023,-0.1761,Mid SES,-0.4743,0,Male,8,Native,-0.2782,-0.756,1.2918,1,537.0441111,618.538,551.3177778
3361,84000078,84006025,-2.9668,Low SES,-1.6157,1,Female,4,2nd Gen,-1.2857,-0.756,0.7889,0,389.3014444,344.7414444,368.7307778
3362,84000134,84006028,1.4997,High SES,0.5752,0,Male,7,Native,-0.8099,1.1246,-2.249,0,522.3302222,539.0832222,551.4017778
3363,84000058,84006029,-0.8659,Low SES,-1.3102,0,Female,2,Native,-0.6175,-1.3019,1.5426,-1,344.3731111,436.8911111,434.9276667
3364,84000010,84006030,1.1488,High SES,0.4367,0,Female,7,Native,1.0178,0.4417,0.905,0,536.5197778,654.5798889,618.094
3365,84000110,84006032,NA,NA,-1.3631,NA,Female,NA,NA,-1.3623,-0.756,0.8251,-1,364.9288889,300.7596667,369.9026667
3366,84000081,84006033,-0.5267,Low SES,0.3614,0,Female,4,2nd Gen,-0.2515,0.4417,-1.6826,0,552.1221111,618.4431111,645.715
3367,84000085,84006034,1.2587,High SES,-1.3096,0,Female,7,Native,-0.167,-0.756,0.7774,0,509.4315556,571.2583333,581.9892222
3368,84000116,84006035,-2.0451,Low SES,0.0572,0,Male,9,2nd Gen,-0.3558,0.4417,0.1748,1,500.527,529.66,474.6833333
3369,84000060,84006036,1.1661,High SES,0.9304,0,Female,8,Native,0.052,-0.756,0.051,0,569.2247778,648.4571111,602.3375556
3370,84000132,84006037,1.1812,High SES,0.8568,0,Male,7,Native,0.3779,0.6942,-0.3744,1,520.1238889,607.9634444,638.668
3371,84000152,84006038,0.3202,Mid SES,-0.0292,0,Female,7,Native,1.0974,-2.2276,-0.3744,0,503.1897778,629.8373333,561.8647778
3372,84000139,84006043,-0.1456,Mid SES,-0.7294,0,Female,8,Native,-0.3401,-0.756,2.5429,1,375.5912222,456.4056667,431.444
3373,84000127,84006045,-0.8463,Low SES,-0.8272,1,Male,4,Native,-0.146,0.0877,-0.3744,-1,360.3356667,391.8118889,372.4436667
3374,84000102,84006046,0.9248,High SES,-0.6832,NA,Male,7,Native,-0.0424,-0.756,-0.3744,0,514.9576667,547.4428889,526.8425556
3375,84000110,84006047,0.5973,Mid SES,-0.5485,0,Female,9,Native,-0.2471,0.6942,-2.3868,0,438.7335556,474.2975556,506.2732222
3376,84000097,84006048,0.7337,Mid SES,0.9684,0,Male,6,Native,0.3316,0.1368,-2.3945,0,608.7316667,576.9325556,664.4953333
3377,84000006,84006050,-1.1684,Low SES,-0.7685,1,Female,8,Native,1.8101,0.4417,-0.3744,-1,419.3636667,483.3784444,421.2297778
3378,84000151,84006051,-0.9292,Low SES,0.5239,1,Female,5,Native,-0.4879,0.4417,-0.508,1,533.4608889,582.3222222,573.816
3379,84000158,84006052,-1.5772,Low SES,-3.3564,0,Female,9,Native,-2.6495,-1.1042,0.6387,0,354.7424444,425.3795556,356.7067778
3380,84000102,84006054,1.7876,High SES,-0.4237,1,Female,7,Native,1.7652,-2.0245,0.133,0,383.0513333,495.5615556,431.9242222
3381,84000156,84006055,1.1004,High SES,0.0422,0,Male,8,Native,-0.2565,-0.756,-0.5006,0,632.8243333,647.5252222,685.3804444
3382,84000043,84006056,NA,NA,NA,0,Male,NA,NA,NA,NA,-0.2758,0,364.1864444,411.8712222,383.1354444
3383,84000056,84006057,-0.4866,Mid SES,NA,NA,Female,NA,1st Gen,NA,NA,NA,-1,307.6444444,336.4154444,320.6315556
3384,84000106,84006058,0.2375,Mid SES,-0.0641,0,Female,8,Native,-0.8017,1.1246,-0.9755,0,506.1215556,533.5641111,528.9071111
3385,84000131,84006060,1.54,High SES,0.4358,0,Male,9,2nd Gen,-0.1913,-0.756,0.1932,0,600.451,658.5953333,640.5568889
3386,84000033,84006061,NA,NA,NA,NA,Male,NA,NA,NA,NA,NA,-1,462.2544444,532.9004444,513.5646667
3387,84000118,84006062,1.1993,High SES,-0.4835,0,Female,8,Native,0.0492,-0.756,NA,1,537.8096667,632.1614444,580.3684444
3388,84000032,84006065,0.7687,Mid SES,-0.42,0,Male,4,Native,0.05,-1.1042,-0.1371,1,522.2671111,562.4825556,603.4241111
3389,84000147,84006066,1.252,High SES,-0.3027,0,Male,8,Native,0.9161,1.1246,-0.0423,0,674.7122222,663.8507778,717.0462222
3390,84000072,84006067,0.1115,Mid SES,-0.4587,0,Male,5,Native,-0.2527,1.1246,0.429,1,548.3852222,615.239,590.6244444
